,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
7. How long has your company been in business?,,,,,,,,,,,,,
Value,Count,Percent,,,,,,,,,,,
Less than one year,13,10.10%,,,,,,,,,,,
One to five years,116,89.90%,,,,,,,,,,,
Six to 10 years,0,0.00%,,,,,,,,,,,
More than 10 years,0,0.00%,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
"8. What is your revenue outlook for 2014, compared to 2013?",,,,,,,,,,,,,
Value,Count,Percent,,,,,,,,,,,
Up by 10% or more,51,39.50%,,,,,,,,,,,
"Up, by less than 10%",31,24.00%,,,,,,,,,,,
Same as 2013,37,28.70%,,,,,,,,,,,
"Down, by less than 10%",3,2.30%,,,,,,,,,,,
Down by more than 10%,7,5.40%,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
"9. Roughly what percent of your work time do you spend conducting business via a smartphone (e.g., an iPhone or Samsung Galaxy) and/or tablet (e.g., an iPad)?",,,,,,,,,,,,,
Value,Count,Percent,,,,,,,,,,,
None,24,18.80%,,,,,,,,,,,
Up to 25%,39,30.50%,,,,,,,,,,,
25% to 49%,37,28.90%,,,,,,,,,,,
50% to 74%,18,14.10%,,,,,,,,,,,
75% to 99%,8,6.30%,,,,,,,,,,,
100% - I only do business on my smartphone and/or tablet,2,1.60%,,,,,,,,,,,
,,,,,,,,,,,,,
Statistics,,,,,,,,,,,,,
Sum,"2,625.00",,,,,,,,,,,,
Average,40.4,,,,,,,,,,,,
StdDev,20.4,,,,,,,,,,,,
Max,100,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
10. Which of the following transactions does your business handle on smartphones and/or tablets? (select all that apply),,,,,,,,,,,,,
Value,Count,Percent,,,,,,,,,,,
Returns / exchanges,38,29.50%,,,,,,,,,,,
Capture customer contact information,61,47.30%,,,,,,,,,,,
Email receipts,65,50.40%,,,,,,,,,,,
Check inventory availability,41,31.80%,,,,,,,,,,,
None of the above,34,26.40%,,,,,,,,,,,
I don’t know,2,1.60%,,,,,,,,,,,
Other (please describe),7,5.40%,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
"11. On a scale of 1 (not at all important) to 5 (very important), please rate each of these items:",,,,,,,,,,,,,
,1 (not at all important),,2,,3 (somewhat important),,4,,5 (very important),,Responses,,
,%,#,%,#,%,#,%,#,%,#,#,,
Smartphones and tablets for my business,14.00%,18,7.00%,9,20.20%,26,19.40%,25,39.50%,51,129,,
Virus and malware protection for my business,3.10%,4,7.80%,10,17.20%,22,18.00%,23,53.90%,69,128,,
Virus and malware protection for my smartphones and/or tablets,10.20%,13,7.80%,10,17.20%,22,19.50%,25,45.30%,58,128,,
Keeping data safe on smartphones and tablets,9.40%,12,4.70%,6,14.10%,18,24.20%,31,47.70%,61,128,,
Preventing smartphones and tablets from being lost or stolen,11.60%,15,3.10%,4,10.10%,13,23.30%,30,51.90%,67,129,,
Restricting employees' personal use of business smartphones and tablets,22.70%,29,10.20%,13,21.90%,28,23.40%,30,21.90%,28,128,,
Making my team more productive and saving costs by using more smartphones and tablets,18.00%,23,7.00%,9,16.40%,21,23.40%,30,35.20%,45,128,,
The information security policies of a vendor (such as a CPA or payroll service provider) as a factor in choosing / working with that vendor,14.80%,19,3.90%,5,23.40%,30,24.20%,31,33.60%,43,128,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
12. Do you provide smartphones or tablets to employees or contractors?,,,,,,,,,,,,,
Value,Count,Percent,,,,,,,,,,,
"Yes, for use during working hours only",40,31.30%,,,,,,,,,,,
"Yes, for employees / contractors to take home (personal use permitted)",30,23.40%,,,,,,,,,,,
No,58,45.30%,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
13. What kinds of smartphones / tablets do you provide to employees or contractors? (select all that apply),,,,,,,,,,,,,
Value,Count,Percent,,,,,,,,,,,
iOS,32,45.70%,,,,,,,,,,,
Android,45,64.30%,,,,,,,,,,,
Windows,15,21.40%,,,,,,,,,,,
"Other (e.g., BlackBerry)",2,2.90%,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
"15. On average, how many total devices (i.e., desktop computer / workstation, laptop / portable PC, smartphone, tablet) does each of your employees typically use on a daily basis for work purposes?",,,,,,,,,,,,,
Value,Count,Percent,,,,,,,,,,,
None,11,8.50%,,,,,,,,,,,
One,46,35.70%,,,,,,,,,,,
Two,46,35.70%,,,,,,,,,,,
Three,17,13.20%,,,,,,,,,,,
Four,1,0.80%,,,,,,,,,,,
Five or more,8,6.20%,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
16. Please answer each of the following questions yes or no:,,,,,,,,,,,,,
,Yes,,No,,Responses,,,,,,,,
,%,#,%,#,#,,,,,,,,
Do you feel that small businesses are more prone / vulnerable to attack from cybercriminals than mid-sized or large businesses are?,42.60%,55,57.40%,74,129,,,,,,,,
Does your company have a security policy regarding using smartphones / tablets for business purposes?,53.10%,68,46.90%,60,128,,,,,,,,
Does your company have a plan to deal with a lost or stolen company-issued smartphone / tablet?,60.50%,78,39.50%,51,129,,,,,,,,
"Have your employees ever lost a company-issued smartphone / tablet, or had one stolen?",24.20%,31,75.80%,97,128,,,,,,,,
Do you plan to use more tablets or “phablets” in the next year in your business?,53.10%,68,46.90%,60,128,,,,,,,,
Do you or your employees keep customer information on smartphones / tablets?,55.50%,71,44.50%,57,128,,,,,,,,
Do you believe that the use of smartphones / tablets in your company creates a security risk?,40.60%,52,59.40%,76,128,,,,,,,,
Is the information that you or your employees store on smartphones / tablets important to conducting your business?,63.80%,81,36.20%,46,127,,,,,,,,
Do you use a security product on your smartphones / tablets today to protect against malware and / or theft or loss?,63.60%,82,36.40%,47,129,,,,,,,,
Do you see any value in having a security product on your smartphones / tablets?,69.50%,89,30.50%,39,128,,,,,,,,
Do you feel you have a good understanding of how your employees use their smartphones / tablets for work?,80.50%,103,19.50%,25,128,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
17. Did your lost or stolen company-issued smartphone/tablet result in a breach or data theft?,,,,,,,,,,,,,
Value,Count,Percent,,,,,,,,,,,
Yes,10,33.30%,,,,,,,,,,,
No,20,66.70%,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
"18. In general, where would you say you first learn about new products and services for your business? (rank from most to least important)",,,,,,,,,,,,,
Item,Score,Overall Rank,,,,,,,,,,,
"Direct from vendors – e.g., email, websites, trade shows, sales call from representative, etc.",746,1,,,,,,,,,,,
Business news media / review sites / blogs,728,2,,,,,,,,,,,
In a store,682,3,,,,,,,,,,,
Other business owners / peers / colleagues,621,4,,,,,,,,,,,
"My internal team – e.g., my IT manager, financial manager, HR manager, etc.",571,5,,,,,,,,,,,
Online forum / discussion board,512,6,,,,,,,,,,,
"My external team – e.g., my accountant, attorney or local technology consultant / reseller",509,7,,,,,,,,,,,
Analysts like Forrester or Gartner,509,8,,,,,,,,,,,
Social media site,473,9,,,,,,,,,,,
total_responses_text: 127,,,,,,,,,,,,,
"Score is a weighted calculation. Items ranked first are valued higher than the following ranks, the score is the sum of all weighted rank counts.",,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
"19. On a scale of 1 (very unlikely) to 5 (very likely), please rate how likely you are to first learn about a product or service for your business via each of these specific sources / formats.",,,,,,,,,,,,,
,1 (very unlikely),,2,,3,,4,,5 (very likely),,Responses,,
,%,#,%,#,%,#,%,#,%,#,#,,
Analyst report,27.30%,35,10.90%,14,26.60%,34,16.40%,21,18.80%,24,128,,
Audio podcast,29.10%,37,17.30%,22,24.40%,31,14.20%,18,15.00%,19,127,,
Banner ad on a website,17.20%,22,14.10%,18,31.30%,40,16.40%,21,21.10%,27,128,,
Blog,18.10%,23,13.40%,17,24.40%,31,26.00%,33,18.10%,23,127,,
Call from or meeting with sales representative,16.40%,21,8.60%,11,28.10%,36,23.40%,30,23.40%,30,128,,
Case study,16.40%,21,12.50%,16,22.70%,29,30.50%,39,18.00%,23,128,,
eBook / guide / handbook,16.50%,21,15.70%,20,34.60%,44,15.70%,20,17.30%,22,127,,
Email newsletter,7.90%,10,10.20%,13,26.80%,34,30.70%,39,24.40%,31,127,,
Event or trade show,12.70%,16,7.10%,9,26.20%,33,30.20%,38,23.80%,30,126,,
Facebook,21.40%,27,13.50%,17,21.40%,27,21.40%,27,22.20%,28,126,,
Forum or discussion board,15.00%,19,8.70%,11,28.30%,36,33.10%,42,15.00%,19,127,,
Google ,23.60%,30,15.00%,19,29.10%,37,16.50%,21,15.70%,20,127,,
Infographic,34.10%,43,12.70%,16,27.00%,34,12.70%,16,13.50%,17,126,,
LinkedIn,31.20%,39,12.00%,15,24.00%,30,17.60%,22,15.20%,19,125,,
Newspaper / magazine (print or online),12.90%,16,11.30%,14,29.80%,37,24.20%,30,21.80%,27,124,,
One-off email,20.50%,26,10.20%,13,33.90%,43,16.50%,21,18.90%,24,127,,
Outdoor billboard or signage,24.40%,31,20.50%,26,21.30%,27,16.50%,21,17.30%,22,127,,
Peer / colleague,4.80%,6,9.50%,12,23.80%,30,31.00%,39,31.00%,39,126,,
"Postcard, letter or catalog in the mail",15.90%,20,18.30%,23,29.40%,37,19.00%,24,17.50%,22,126,,
Press release,17.50%,22,14.30%,18,26.20%,33,23.80%,30,18.30%,23,126,,
Print newsletter,14.40%,18,14.40%,18,28.80%,36,21.60%,27,20.80%,26,125,,
Product section of a vendor’s website,15.60%,20,10.90%,14,25.00%,32,26.60%,34,21.90%,28,128,,
Radio,24.40%,31,18.10%,23,26.80%,34,18.10%,23,12.60%,16,127,,
Research report,21.90%,28,10.90%,14,25.80%,33,18.00%,23,23.40%,30,128,,
Resource section of a vendor’s website,17.50%,22,15.10%,19,23.00%,29,24.60%,31,19.80%,25,126,,
TV,15.70%,20,15.00%,19,27.60%,35,22.00%,28,19.70%,25,127,,
Twitter,35.70%,45,12.70%,16,19.00%,24,12.70%,16,19.80%,25,126,,
Video on vendor website,23.00%,29,10.30%,13,27.80%,35,22.20%,28,16.70%,21,126,,
Webinar/webcast,22.20%,28,15.90%,20,29.40%,37,15.90%,20,16.70%,21,126,,
White paper,30.60%,38,13.70%,17,23.40%,29,19.40%,24,12.90%,16,124,,
YouTube,31.00%,39,15.10%,19,19.80%,25,15.90%,20,18.30%,23,126,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
"22. Who do you rely on most for information, advice or recommendations when you are investigating new products or services for your business? (rank from most to least important)",,,,,,,,,,,,,
Item,Score,Overall Rank,,,,,,,,,,,
My internal team,442,1,,,,,,,,,,,
Peers / colleagues,416,2,,,,,,,,,,,
"My external team (e.g., accountant, attorney, consultant, tech vendor, etc.)",364,3,,,,,,,,,,,
Vendors,317,4,,,,,,,,,,,
"Third-party experts, e.g., analysts, bloggers or reviewers",298,5,,,,,,,,,,,
total_responses_text: 128,,,,,,,,,,,,,
"Score is a weighted calculation. Items ranked first are valued higher than the following ranks, the score is the sum of all weighted rank counts.",,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
"23. Once your company has decided to investigate a new product or service for your business, who typically leads the research? (select the closest answer)",,,,,,,,,,,,,
Value,Count,Percent,,,,,,,,,,,
Me,103,81.10%,,,,,,,,,,,
"The relevant manager / group (e.g. IT, sales, HR, etc.)",20,15.80%,,,,,,,,,,,
My office manager,4,3.20%,,,,,,,,,,,
An external consultant,0,0.00%,,,,,,,,,,,
Other (please describe),0,0.00%,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
"24. On a scale of 1 (do not want at all) to 5 (want very much), please rate when you want to hear from a salesperson:",,,,,,,,,,,,,
,1 (do not want),,2,,3,,4,,5 (want very much),,Responses,,
,%,#,%,#,%,#,%,#,%,#,#,,
After we first learn about a product or service,22.80%,29,6.30%,8,27.60%,35,21.30%,27,22.00%,28,127,,
Once we are considering purchasing a product or service,8.70%,11,6.30%,8,22.80%,29,29.90%,38,32.30%,41,127,,
Once we are ready to purchase a product or service,7.10%,9,4.70%,6,18.10%,23,29.90%,38,40.20%,51,127,,
"On an ongoing basis, for example via occasional calls or emails",15.10%,19,11.90%,15,25.40%,32,30.20%,38,17.50%,22,126,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
"25. When you do meet with a salesperson, please rate how much you like each of these kinds of materials they might review with you. Please use a scale of 1 (do not like at all) to 5 (like very much).",,,,,,,,,,,,,
,1 (do not like at all),,2,,3,,4,,5 (like very much),,Responses,,
,%,#,%,#,%,#,%,#,%,#,#,,
Printed pieces,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0,,
Sheets or brochures describing the product,7.90%,10,5.50%,7,29.10%,37,26.00%,33,31.50%,40,127,,
Checklist or worksheet to determine the right product configuration for your needs,5.50%,7,7.90%,10,26.00%,33,32.30%,41,28.30%,36,127,,
Customer stories or case studies,9.50%,12,11.10%,14,31.00%,39,23.80%,30,24.60%,31,126,,
"Handbook or guide on a business management topic, like how to get new customers",7.90%,10,8.70%,11,29.10%,37,32.30%,41,22.00%,28,127,,
Tablet computer (such as an iPad),0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0,,
Interactive tool to determine the right product configuration for your needs,7.10%,9,14.20%,18,26.80%,34,24.40%,31,27.60%,35,127,,
"Instant quote / order confirmation with specifications, costs, delivery timing, etc.",8.00%,10,4.80%,6,25.60%,32,28.00%,35,33.60%,42,125,,
Presentation (like a PowerPoint) on product features and benefits,7.20%,9,8.00%,10,30.40%,38,28.00%,35,26.40%,33,125,,
Presentation featuring customer stories or case studies,7.20%,9,16.00%,20,27.20%,34,29.60%,37,20.00%,25,125,,
Video describing the product features and benefits,6.50%,8,9.80%,12,28.50%,35,30.90%,38,24.40%,30,123,,
Video presenting customer stories or case studies,8.90%,11,17.70%,22,26.60%,33,25.80%,32,21.00%,26,124,,
"Video on a business management topic, like how to get new customers",8.10%,10,17.70%,22,29.80%,37,16.90%,21,27.40%,34,124,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
"26. On a scale of 1 (very unlikely) to 5 (very likely), please rate how likely you are to use each of these sources / formats when you are researching a product or service for your business.",,,,,,,,,,,,,
,1 (very unlikely),,2,,3,,4,,5 (very likely),,Responses,,
,%,#,%,#,%,#,%,#,%,#,#,,
Analyst report,20.50%,26,7.10%,9,25.20%,32,22.00%,28,25.20%,32,127,,
Audio podcast,24.20%,31,21.10%,27,21.10%,27,15.60%,20,18.00%,23,128,,
Banner ad on a website,25.80%,33,13.30%,17,25.00%,32,17.20%,22,18.80%,24,128,,
Blog,18.80%,24,10.20%,13,21.90%,28,25.80%,33,23.40%,30,128,,
Call from or meeting with sales representative,9.50%,12,15.90%,20,27.00%,34,20.60%,26,27.00%,34,126,,
Case study,14.30%,18,8.70%,11,29.40%,37,33.30%,42,14.30%,18,126,,
eBook / guide / handbook,13.60%,17,16.00%,20,33.60%,42,20.00%,25,16.80%,21,125,,
Email newsletter,8.80%,11,15.20%,19,29.60%,37,25.60%,32,20.80%,26,125,,
Event or trade show,9.50%,12,13.50%,17,28.60%,36,26.20%,33,22.20%,28,126,,
Facebook,25.60%,32,16.00%,20,21.60%,27,21.60%,27,15.20%,19,125,,
Forum or chat site,19.00%,24,15.10%,19,27.00%,34,20.60%,26,18.30%,23,126,,
Google ,26.60%,33,9.70%,12,26.60%,33,20.20%,25,16.90%,21,124,,
Infographic,31.50%,39,11.30%,14,21.80%,27,22.60%,28,12.90%,16,124,,
"Interactive tool, such as a calculator or configurator",19.20%,24,15.20%,19,24.80%,31,22.40%,28,18.40%,23,125,,
LinkedIn,31.00%,39,8.70%,11,23.80%,30,19.00%,24,17.50%,22,126,,
Newspaper / magazine (print or online),12.80%,16,9.60%,12,28.00%,35,27.20%,34,22.40%,28,125,,
One-off email,18.40%,23,15.20%,19,29.60%,37,20.80%,26,16.00%,20,125,,
Outdoor billboard or signage,22.40%,28,20.80%,26,20.00%,25,20.00%,25,16.80%,21,125,,
Peer / colleague,3.90%,5,5.50%,7,24.40%,31,32.30%,41,33.90%,43,127,,
"Postcard, letter or catalog in the mail",11.90%,15,17.50%,22,30.20%,38,18.30%,23,22.20%,28,126,,
Press release,12.50%,16,15.60%,20,28.10%,36,21.90%,28,21.90%,28,128,,
Print newsletter,10.40%,13,12.00%,15,36.80%,46,24.00%,30,16.80%,21,125,,
Product section of a vendor’s website,7.90%,10,11.80%,15,27.60%,35,29.10%,37,23.60%,30,127,,
Radio,21.80%,27,19.40%,24,25.80%,32,15.30%,19,17.70%,22,124,,
Research report,12.00%,15,11.20%,14,28.00%,35,27.20%,34,21.60%,27,125,,
Resource section of a vendor’s website,10.40%,13,12.80%,16,27.20%,34,24.80%,31,24.80%,31,125,,
TV,19.20%,24,15.20%,19,23.20%,29,23.20%,29,19.20%,24,125,,
Twitter,36.30%,45,14.50%,18,17.70%,22,15.30%,19,16.10%,20,124,,
Video on vendor website,19.20%,24,13.60%,17,28.00%,35,24.80%,31,14.40%,18,125,,
Webinar/webcast,17.90%,22,11.40%,14,33.30%,41,20.30%,25,17.10%,21,123,,
White paper,27.60%,34,13.00%,16,24.40%,30,17.90%,22,17.10%,21,123,,
YouTube,24.20%,30,16.10%,20,21.00%,26,19.40%,24,19.40%,24,124,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
"28. On the same scale, please rate how likely you are to use each of these sources / formats when you are making a final purchase decision for a specific product or service.",,,,,,,,,,,,,
,1 (very unlikely),,2,,3,,4,,5 (very likely),,Responses,,
,%,#,%,#,%,#,%,#,%,#,#,,
Analyst report,18.80%,24,14.80%,19,23.40%,30,20.30%,26,22.70%,29,128,,
Audio podcast,30.50%,39,18.00%,23,21.10%,27,14.10%,18,16.40%,21,128,,
Banner ad on a website,31.80%,41,13.20%,17,21.70%,28,16.30%,21,17.10%,22,129,,
Blog,25.20%,32,12.60%,16,19.70%,25,18.90%,24,23.60%,30,127,,
Call from or meeting with a sales representative,14.30%,18,7.90%,10,27.80%,35,23.80%,30,26.20%,33,126,,
Case study,17.70%,22,7.30%,9,30.60%,38,25.80%,32,18.50%,23,124,,
eBook / guide / handbook,17.50%,22,11.10%,14,37.30%,47,19.80%,25,14.30%,18,126,,
Email newsletter,18.10%,23,15.00%,19,26.80%,34,22.00%,28,18.10%,23,127,,
Event or trade show,18.10%,23,11.80%,15,27.60%,35,19.70%,25,22.80%,29,127,,
Facebook,31.00%,39,12.70%,16,20.60%,26,16.70%,21,19.00%,24,126,,
Forum or chat site,24.60%,31,11.90%,15,25.40%,32,20.60%,26,17.50%,22,126,,
Google ,30.40%,38,12.00%,15,19.20%,24,19.20%,24,19.20%,24,125,,
Infographic,32.80%,41,12.00%,15,21.60%,27,16.00%,20,17.60%,22,125,,
"Interactive tool, such as a calculator or configurator",21.60%,27,12.00%,15,26.40%,33,22.40%,28,17.60%,22,125,,
LinkedIn,34.90%,44,12.70%,16,23.00%,29,14.30%,18,15.10%,19,126,,
Newspaper / magazine (print or online),21.60%,27,13.60%,17,28.80%,36,17.60%,22,18.40%,23,125,,
One-off email,26.60%,33,13.70%,17,24.20%,30,21.80%,27,13.70%,17,124,,
Outdoor billboard or signage,32.00%,40,12.80%,16,20.00%,25,22.40%,28,12.80%,16,125,,
Peer / colleague,5.60%,7,4.00%,5,28.80%,36,34.40%,43,27.20%,34,125,,
"Postcard, letter or catalog in the mail",20.80%,26,15.20%,19,25.60%,32,21.60%,27,16.80%,21,125,,
Press release,21.60%,27,10.40%,13,28.00%,35,25.60%,32,14.40%,18,125,,
Print newsletter,21.00%,26,11.30%,14,25.80%,32,24.20%,30,17.70%,22,124,,
Product section of a vendor’s website,11.90%,15,9.50%,12,27.80%,35,28.60%,36,22.20%,28,126,,
Radio,31.00%,39,11.10%,14,23.80%,30,16.70%,21,17.50%,22,126,,
Research report,16.80%,21,11.20%,14,29.60%,37,20.80%,26,21.60%,27,125,,
Resource section of a vendor’s website,11.80%,15,11.00%,14,31.50%,40,24.40%,31,21.30%,27,127,,
TV,19.70%,25,14.20%,18,23.60%,30,21.30%,27,21.30%,27,127,,
Twitter,37.90%,47,8.90%,11,17.70%,22,16.90%,21,18.50%,23,124,,
Video on vendor website,19.80%,25,13.50%,17,23.00%,29,23.00%,29,20.60%,26,126,,
Webinar/webcast,25.40%,32,11.90%,15,22.20%,28,23.80%,30,16.70%,21,126,,
White paper,31.20%,39,12.00%,15,23.20%,29,20.80%,26,12.80%,16,125,,
YouTube,32.80%,41,12.80%,16,19.20%,24,17.60%,22,17.60%,22,125,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
